Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,15.510000228881836,15.295000076293945,15.3149995803833,15.477999687194824,94200.0,14.720354080200195
2019-01-03,15.5,15.369999885559082,15.40999984741211,15.449999809265137,90100.0,14.6937255859375
2019-01-04,16.084999084472656,15.729999542236328,15.760000228881836,16.020000457763672,106500.0,15.235824584960938
2019-01-07,16.350000381469727,16.170000076293945,16.264999389648438,16.242000579833984,158100.0,15.4469575881958
2019-01-08,16.63800048828125,16.3799991607666,16.610000610351562,16.444000244140625,106900.0,15.639070510864258
2019-01-09,17.059999465942383,16.81999969482422,16.90999984741211,16.959999084472656,140100.0,16.12980842590332
2019-01-10,16.916000366210938,16.709999084472656,16.75,16.8700008392334,263700.0,16.04421615600586
2019-01-11,16.714000701904297,16.559999465942383,16.6299991607666,16.65999984741211,123000.0,15.844496726989746
2019-01-14,16.850000381469727,16.618000030517578,16.6200008392334,16.850000381469727,75600.0,16.025196075439453
2019-01-15,16.8799991607666,16.735000610351562,16.790000915527344,16.844999313354492,83700.0,16.02043914794922
2019-01-16,16.770000457763672,16.6299991607666,16.6299991607666,16.65999984741211,66000.0,15.844496726989746
2019-01-17,16.639999389648438,16.40999984741211,16.40999984741211,16.632999420166016,68100.0,15.818817138671875
2019-01-18,16.850000381469727,16.649999618530273,16.829999923706055,16.719999313354492,106000.0,15.901558876037598
2019-01-22,16.559999465942383,16.34000015258789,16.389999389648438,16.399999618530273,132800.0,15.597223281860352
2019-01-23,16.440000534057617,16.260000228881836,16.360000610351562,16.389999389648438,71100.0,15.587712287902832
2019-01-24,16.8799991607666,16.479999542236328,16.489999771118164,16.709999084472656,161400.0,15.892046928405762
2019-01-25,17.59000015258789,17.31999969482422,17.31999969482422,17.4950008392334,129900.0,16.63862419128418
2019-01-28,17.450000762939453,17.280000686645508,17.399999618530273,17.440000534057617,116300.0,16.58631706237793
2019-01-29,17.35700035095215,17.1200008392334,17.34000015258789,17.15999984741211,87700.0,16.32002067565918
2019-01-30,17.389999389648438,17.0,17.06800079345703,17.334999084472656,88000.0,16.486454010009766
2019-01-31,17.40999984741211,17.121999740600586,17.149999618530273,17.3700008392334,132100.0,16.519742965698242
2019-02-01,17.510000228881836,17.31999969482422,17.3799991607666,17.450000762939453,203000.0,16.5958251953125
2019-02-04,17.219999313354492,17.06999969482422,17.110000610351562,17.200000762939453,60400.0,16.358062744140625
2019-02-05,17.350000381469727,17.219999313354492,17.25,17.299999237060547,63600.0,16.453166961669922
2019-02-06,17.260000228881836,17.1200008392334,17.260000228881836,17.1299991607666,45500.0,16.291488647460938
2019-02-07,16.81999969482422,16.584999084472656,16.808000564575195,16.6299991607666,73200.0,15.815964698791504
2019-02-08,16.3700008392334,16.139999389648438,16.299999237060547,16.34000015258789,86600.0,15.5401611328125
2019-02-11,16.229999542236328,16.149999618530273,16.18000030517578,16.15999984741211,97700.0,15.36897087097168
